Averaging and calculating the power spectrum...
px[252] = 0.002144; pe[252] = 0.000062
px[253] = 0.002163; pe[253] = 0.000059
px[254] = 0.002298; pe[254] = 0.000046
px[255] = 0.002099; pe[255] = 0.000055
px[256] = 0.004456; pe[256] = 0.000089

px[0] = 1.680810; pe[0] = 0.035917
px[1] = 3.338117; pe[1] = 0.077581
px[2] = 3.294907; pe[2] = 0.083968
px[3] = 3.373371; pe[3] = 0.101281
px[4] = 3.597656; pe[4] = 0.083756
px[5] = 3.781663; pe[5] = 0.077738
px[6] = 3.865773; pe[6] = 0.114785
px[7] = 4.202832; pe[7] = 0.102310
px[8] = 4.234898; pe[8] = 0.138538
px[9] = 4.448382; pe[9] = 0.134667
px[10] = 5.001380; pe[10] = 0.170651
px[11] = 5.285876; pe[11] = 0.137102
px[12] = 5.644818; pe[12] = 0.200121
px[13] = 6.336479; pe[13] = 0.179167
px[14] = 7.010444; pe[14] = 0.195196
px[15] = 8.408016; pe[15] = 0.294106
px[16] = 9.436326; pe[16] = 0.248296
px[17] = 11.134110; pe[17] = 0.311616
px[18] = 12.936971; pe[18] = 0.350789
px[19] = 16.980024; pe[19] = 0.523001
px[20] = 21.309698; pe[20] = 0.690136
px[21] = 29.849148; pe[21] = 1.086668
px[22] = 42.142227; pe[22] = 1.170683
px[23] = 62.200211; pe[23] = 1.778495
px[24] = 113.681099; pe[24] = 3.066447
px[25] = 190.666855; pe[25] = 6.790719
px[26] = 196.886536; pe[26] = 8.678047
px[27] = 117.654594; pe[27] = 3.609321
px[28] = 64.248184; pe[28] = 1.415865
px[29] = 39.099171; pe[29] = 1.604420
px[30] = 23.307655; pe[30] = 0.843361
px[31] = 16.628084; pe[31] = 0.479496
px[32] = 10.850995; pe[32] = 0.354551
px[33] = 8.236592; pe[33] = 0.256014
px[34] = 6.214706; pe[34] = 0.174098
px[35] = 4.769556; pe[35] = 0.115500
px[36] = 3.798947; pe[36] = 0.114963
px[37] = 3.030923; pe[37] = 0.088119
px[38] = 2.358866; pe[38] = 0.052260
px[39] = 2.072260; pe[39] = 0.061225
px[40] = 1.697930; pe[40] = 0.042230
px[41] = 1.374785; pe[41] = 0.039733
px[42] = 1.212261; pe[42] = 0.029325
px[43] = 1.114915; pe[43] = 0.039820
px[44] = 1.045628; pe[44] = 0.022422
px[45] = 0.913322; pe[45] = 0.024314
px[46] = 0.788241; pe[46] = 0.020276
px[47] = 0.711982; pe[47] = 0.022929
px[48] = 0.597636; pe[48] = 0.023253
px[49] = 0.520173; pe[49] = 0.020968
px[50] = 0.484852; pe[50] = 0.015671
px[51] = 0.438134; pe[51] = 0.010219
px[52] = 0.395845; pe[52] = 0.012601
px[53] = 0.376500; pe[53] = 0.010916
px[54] = 0.335583; pe[54] = 0.007066
px[55] = 0.279028; pe[55] = 0.009070
px[56] = 0.254745; pe[56] = 0.008335
px[57] = 0.248661; pe[57] = 0.007399
px[58] = 0.234441; pe[58] = 0.005762
px[59] = 0.205480; pe[59] = 0.004937
px[60] = 0.194305; pe[60] = 0.005368
px[61] = 0.171907; pe[61] = 0.004426
px[62] = 0.169740; pe[62] = 0.003267
px[63] = 0.165288; pe[63] = 0.004241
px[64] = 0.145519; pe[64] = 0.004906
px[65] = 0.138027; pe[65] = 0.005486
px[66] = 0.125175; pe[66] = 0.004679
px[67] = 0.110956; pe[67] = 0.002892
px[68] = 0.110726; pe[68] = 0.003277
px[69] = 0.104094; pe[69] = 0.003736
px[70] = 0.096705; pe[70] = 0.002823
px[71] = 0.088238; pe[71] = 0.001489
px[72] = 0.082069; pe[72] = 0.001932
px[73] = 0.080545; pe[73] = 0.002873
px[74] = 0.077540; pe[74] = 0.003391
px[75] = 0.069441; pe[75] = 0.002357
px[76] = 0.066773; pe[76] = 0.001304
px[77] = 0.064028; pe[77] = 0.001369
px[78] = 0.058799; pe[78] = 0.001868
px[79] = 0.058628; pe[79] = 0.001371
px[80] = 0.058655; pe[80] = 0.001463
px[81] = 0.054988; pe[81] = 0.001403
px[82] = 0.048665; pe[82] = 0.001330
px[83] = 0.047070; pe[83] = 0.001386
px[84] = 0.045450; pe[84] = 0.001391
px[85] = 0.042185; pe[85] = 0.001247
px[86] = 0.039312; pe[86] = 0.001051
px[87] = 0.035569; pe[87] = 0.001059
px[88] = 0.036128; pe[88] = 0.001047
px[89] = 0.033801; pe[89] = 0.000709
px[90] = 0.032859; pe[90] = 0.001062
px[91] = 0.031722; pe[91] = 0.001013
px[92] = 0.031014; pe[92] = 0.001075
px[93] = 0.029238; pe[93] = 0.001051
px[94] = 0.026845; pe[94] = 0.000783
px[95] = 0.026963; pe[95] = 0.000608
px[96] = 0.025565; pe[96] = 0.000637
px[97] = 0.024839; pe[97] = 0.000578
px[98] = 0.023740; pe[98] = 0.000725
px[99] = 0.023176; pe[99] = 0.000369
px[100] = 0.022257; pe[100] = 0.000697
px[101] = 0.020342; pe[101] = 0.000598
px[102] = 0.019602; pe[102] = 0.000820
px[103] = 0.020227; pe[103] = 0.000641
px[104] = 0.019385; pe[104] = 0.000623
px[105] = 0.019673; pe[105] = 0.000501
px[106] = 0.018366; pe[106] = 0.000401
px[107] = 0.017037; pe[107] = 0.000567
px[108] = 0.015884; pe[108] = 0.000601
px[109] = 0.015232; pe[109] = 0.000542
px[110] = 0.015149; pe[110] = 0.000440
px[111] = 0.014893; pe[111] = 0.000489
px[112] = 0.015337; pe[112] = 0.000328
px[113] = 0.014197; pe[113] = 0.000412
px[114] = 0.014482; pe[114] = 0.000556
px[115] = 0.013646; pe[115] = 0.000629
px[116] = 0.012665; pe[116] = 0.000450
px[117] = 0.012380; pe[117] = 0.000356
px[118] = 0.012624; pe[118] = 0.000460
px[119] = 0.013456; pe[119] = 0.000351
px[120] = 0.012289; pe[120] = 0.000360
px[121] = 0.011167; pe[121] = 0.000348
px[122] = 0.011007; pe[122] = 0.000283
px[123] = 0.010606; pe[123] = 0.000379
px[124] = 0.010330; pe[124] = 0.000328
px[125] = 0.009127; pe[125] = 0.000233
px[126] = 0.009161; pe[126] = 0.000288
px[127] = 0.009576; pe[127] = 0.000277
px[128] = 0.009765; pe[128] = 0.000332
px[129] = 0.009252; pe[129] = 0.000402
px[130] = 0.009021; pe[130] = 0.000306
px[131] = 0.008513; pe[131] = 0.000201
px[132] = 0.008866; pe[132] = 0.000299
px[133] = 0.008749; pe[133] = 0.000468
px[134] = 0.008529; pe[134] = 0.000349
px[135] = 0.007840; pe[135] = 0.000253
px[136] = 0.007366; pe[136] = 0.000227
px[137] = 0.007825; pe[137] = 0.000277
px[138] = 0.007355; pe[138] = 0.000178
px[139] = 0.007022; pe[139] = 0.000201
px[140] = 0.006759; pe[140] = 0.000207
px[141] = 0.006966; pe[141] = 0.000310
px[142] = 0.006749; pe[142] = 0.000325
px[143] = 0.006271; pe[143] = 0.000224
px[144] = 0.005974; pe[144] = 0.000204
px[145] = 0.006275; pe[145] = 0.000261
px[146] = 0.005929; pe[146] = 0.000255
px[147] = 0.005572; pe[147] = 0.000191
px[148] = 0.005767; pe[148] = 0.000204
px[149] = 0.005788; pe[149] = 0.000215
px[150] = 0.005311; pe[150] = 0.000176
px[151] = 0.005329; pe[151] = 0.000171
px[152] = 0.005627; pe[152] = 0.000172
px[153] = 0.005171; pe[153] = 0.000188
px[154] = 0.004939; pe[154] = 0.000117
px[155] = 0.005174; pe[155] = 0.000130
px[156] = 0.004831; pe[156] = 0.000088
px[157] = 0.005053; pe[157] = 0.000131
px[158] = 0.004988; pe[158] = 0.000170
px[159] = 0.005055; pe[159] = 0.000156
px[160] = 0.004965; pe[160] = 0.000106
px[161] = 0.004620; pe[161] = 0.000119
px[162] = 0.004453; pe[162] = 0.000142
px[163] = 0.004558; pe[163] = 0.000135
px[164] = 0.004549; pe[164] = 0.000191
px[165] = 0.003937; pe[165] = 0.000207
px[166] = 0.004152; pe[166] = 0.000186
px[167] = 0.004214; pe[167] = 0.000170
px[168] = 0.004244; pe[168] = 0.000184
px[169] = 0.004012; pe[169] = 0.000144
px[170] = 0.003966; pe[170] = 0.000102
px[171] = 0.003964; pe[171] = 0.000182
px[172] = 0.003913; pe[172] = 0.000119
px[173] = 0.003710; pe[173] = 0.000094
px[174] = 0.003626; pe[174] = 0.000114
px[175] = 0.003875; pe[175] = 0.000106
px[176] = 0.003710; pe[176] = 0.000111
px[177] = 0.003464; pe[177] = 0.000117
px[178] = 0.003651; pe[178] = 0.000083
px[179] = 0.003418; pe[179] = 0.000100
px[180] = 0.003365; pe[180] = 0.000146
px[181] = 0.003303; pe[181] = 0.000115
px[182] = 0.003306; pe[182] = 0.000134
px[183] = 0.003226; pe[183] = 0.000108
px[184] = 0.003195; pe[184] = 0.000082
px[185] = 0.003139; pe[185] = 0.000079
px[186] = 0.003177; pe[186] = 0.000074
px[187] = 0.003057; pe[187] = 0.000074
px[188] = 0.003199; pe[188] = 0.000077
px[189] = 0.003268; pe[189] = 0.000065
px[190] = 0.003116; pe[190] = 0.000060
px[191] = 0.003019; pe[191] = 0.000074
px[192] = 0.003060; pe[192] = 0.000081
px[193] = 0.002982; pe[193] = 0.000076
px[194] = 0.002896; pe[194] = 0.000048
px[195] = 0.002785; pe[195] = 0.000065
px[196] = 0.002826; pe[196] = 0.000099
px[197] = 0.002823; pe[197] = 0.000096
px[198] = 0.003009; pe[198] = 0.000082
px[199] = 0.002824; pe[199] = 0.000065
px[200] = 0.002740; pe[200] = 0.000086
px[201] = 0.002881; pe[201] = 0.000116
px[202] = 0.002865; pe[202] = 0.000092
px[203] = 0.002801; pe[203] = 0.000074
px[204] = 0.002806; pe[204] = 0.000058
px[205] = 0.002607; pe[205] = 0.000054
px[206] = 0.002696; pe[206] = 0.000090
px[207] = 0.002733; pe[207] = 0.000084
px[208] = 0.002805; pe[208] = 0.000090
px[209] = 0.002675; pe[209] = 0.000067
px[210] = 0.002602; pe[210] = 0.000045
px[211] = 0.002572; pe[211] = 0.000057
px[212] = 0.002540; pe[212] = 0.000076
px[213] = 0.002692; pe[213] = 0.000085
px[214] = 0.002680; pe[214] = 0.000101
px[215] = 0.002385; pe[215] = 0.000088
px[216] = 0.002660; pe[216] = 0.000085
px[217] = 0.002598; pe[217] = 0.000080
px[218] = 0.002573; pe[218] = 0.000071
px[219] = 0.002384; pe[219] = 0.000116
px[220] = 0.002450; pe[220] = 0.000087
px[221] = 0.002445; pe[221] = 0.000060
px[222] = 0.002567; pe[222] = 0.000063
px[223] = 0.002346; pe[223] = 0.000074
px[224] = 0.002402; pe[224] = 0.000086
px[225] = 0.002219; pe[225] = 0.000092
px[226] = 0.002456; pe[226] = 0.000078
px[227] = 0.002611; pe[227] = 0.000076
px[228] = 0.002459; pe[228] = 0.000066
px[229] = 0.002323; pe[229] = 0.000095
px[230] = 0.002277; pe[230] = 0.000072
px[231] = 0.002372; pe[231] = 0.000046
px[232] = 0.002269; pe[232] = 0.000039
px[233] = 0.002454; pe[233] = 0.000076
px[234] = 0.002350; pe[234] = 0.000098
px[235] = 0.002260; pe[235] = 0.000078
px[236] = 0.002259; pe[236] = 0.000059
px[237] = 0.002313; pe[237] = 0.000072
px[238] = 0.002306; pe[238] = 0.000065
px[239] = 0.002317; pe[239] = 0.000074
px[240] = 0.002357; pe[240] = 0.000072
px[241] = 0.002132; pe[241] = 0.000069
px[242] = 0.002195; pe[242] = 0.000072
px[243] = 0.002219; pe[243] = 0.000094
px[244] = 0.002190; pe[244] = 0.000089
px[245] = 0.002242; pe[245] = 0.000066
px[246] = 0.002295; pe[246] = 0.000058
px[247] = 0.002265; pe[247] = 0.000061
px[248] = 0.002424; pe[248] = 0.000068
px[249] = 0.002377; pe[249] = 0.000052
px[250] = 0.002296; pe[250] = 0.000043
px[251] = 0.002168; pe[251] = 0.000039
px[252] = 0.002203; pe[252] = 0.000059
px[253] = 0.002224; pe[253] = 0.000061
px[254] = 0.002375; pe[254] = 0.000076
px[255] = 0.002172; pe[255] = 0.000074
px[256] = 0.004647; pe[256] = 0.000191

px[0] = 1.735698; pe[0] = 0.054888
px[1] = 3.454556; pe[1] = 0.116439
px[2] = 3.413666; pe[2] = 0.118759
px[3] = 3.515665; pe[3] = 0.142294
px[4] = 3.718805; pe[4] = 0.121149
px[5] = 3.933965; pe[5] = 0.152302
px[6] = 4.011851; pe[6] = 0.146078
px[7] = 4.305082; pe[7] = 0.102250
px[8] = 4.335930; pe[8] = 0.101032
px[9] = 4.608645; pe[9] = 0.160263
px[10] = 5.124965; pe[10] = 0.123584
px[11] = 5.372539; pe[11] = 0.086662
px[12] = 5.841513; pe[12] = 0.196694
px[13] = 6.530572; pe[13] = 0.194094
px[14] = 7.182359; pe[14] = 0.171915
px[15] = 8.576280; pe[15] = 0.168264
px[16] = 9.853436; pe[16] = 0.417111
px[17] = 11.557696; pe[17] = 0.423586
px[18] = 13.361408; pe[18] = 0.424438
px[19] = 17.470646; pe[19] = 0.490622
px[20] = 21.897564; pe[20] = 0.587866
px[21] = 30.783018; pe[21] = 0.933871
px[22] = 43.249336; pe[22] = 1.107110
px[23] = 64.069794; pe[23] = 1.869580
px[24] = 118.139793; pe[24] = 4.458694
px[25] = 195.760117; pe[25] = 5.093267
px[26] = 202.779419; pe[26] = 5.892879
px[27] = 121.177956; pe[27] = 3.523360
px[28] = 65.776138; pe[28] = 1.527954
px[29] = 40.005314; pe[29] = 0.906144
px[30] = 24.056074; pe[30] = 0.748420
px[31] = 17.150845; pe[31] = 0.522761
px[32] = 11.166658; pe[32] = 0.315663
px[33] = 8.513700; pe[33] = 0.277108
px[34] = 6.452215; pe[34] = 0.237509
px[35] = 4.863716; pe[35] = 0.094160
px[36] = 3.887285; pe[36] = 0.088338
px[37] = 3.108295; pe[37] = 0.077372
px[38] = 2.442816; pe[38] = 0.083950
px[39] = 2.139868; pe[39] = 0.067608
px[40] = 1.756415; pe[40] = 0.058485
px[41] = 1.413417; pe[41] = 0.038632
px[42] = 1.248631; pe[42] = 0.036370
px[43] = 1.144880; pe[43] = 0.029965
px[44] = 1.067574; pe[44] = 0.021946
px[45] = 0.936492; pe[45] = 0.023170
px[46] = 0.811750; pe[46] = 0.023510
px[47] = 0.738896; pe[47] = 0.026914
px[48] = 0.615668; pe[48] = 0.018032
px[49] = 0.532114; pe[49] = 0.011941
px[50] = 0.507665; pe[50] = 0.022814
px[51] = 0.451729; pe[51] = 0.013595
px[52] = 0.408038; pe[52] = 0.012193
px[53] = 0.387462; pe[53] = 0.010962
px[54] = 0.347659; pe[54] = 0.012076
px[55] = 0.287555; pe[55] = 0.008527
px[56] = 0.261246; pe[56] = 0.006501
px[57] = 0.256916; pe[57] = 0.008255
px[58] = 0.242060; pe[58] = 0.007620
px[59] = 0.212431; pe[59] = 0.006951
px[60] = 0.201307; pe[60] = 0.007002
px[61] = 0.178988; pe[61] = 0.007082
px[62] = 0.174784; pe[62] = 0.005045
px[63] = 0.168775; pe[63] = 0.003486
px[64] = 0.148777; pe[64] = 0.003257
px[65] = 0.141132; pe[65] = 0.003105
px[66] = 0.127460; pe[66] = 0.002285
px[67] = 0.114260; pe[67] = 0.003304
px[68] = 0.113472; pe[68] = 0.002746
px[69] = 0.106501; pe[69] = 0.002407
px[70] = 0.098776; pe[70] = 0.002071
px[71] = 0.090170; pe[71] = 0.001932
px[72] = 0.083699; pe[72] = 0.001630
px[73] = 0.082560; pe[73] = 0.002015
px[74] = 0.080999; pe[74] = 0.003459
px[75] = 0.071471; pe[75] = 0.002030
px[76] = 0.068506; pe[76] = 0.001733
px[77] = 0.066092; pe[77] = 0.002065
px[78] = 0.060463; pe[78] = 0.001664
px[79] = 0.060189; pe[79] = 0.001561
px[80] = 0.060444; pe[80] = 0.001789
px[81] = 0.056669; pe[81] = 0.001680
px[82] = 0.050577; pe[82] = 0.001912
px[83] = 0.048556; pe[83] = 0.001486
px[84] = 0.046748; pe[84] = 0.001298
px[85] = 0.043780; pe[85] = 0.001594
px[86] = 0.040969; pe[86] = 0.001657
px[87] = 0.037245; pe[87] = 0.001676
px[88] = 0.037509; pe[88] = 0.001381
px[89] = 0.035015; pe[89] = 0.001214
px[90] = 0.033617; pe[90] = 0.000758
px[91] = 0.032548; pe[91] = 0.000826
px[92] = 0.031432; pe[92] = 0.000418
px[93] = 0.029760; pe[93] = 0.000522
px[94] = 0.027823; pe[94] = 0.000978
px[95] = 0.028183; pe[95] = 0.001220
px[96] = 0.026639; pe[96] = 0.001074
px[97] = 0.025785; pe[97] = 0.000946
px[98] = 0.025166; pe[98] = 0.001426
px[99] = 0.023872; pe[99] = 0.000696
px[100] = 0.022918; pe[100] = 0.000661
px[101] = 0.021075; pe[101] = 0.000733
px[102] = 0.020083; pe[102] = 0.000481
px[103] = 0.020713; pe[103] = 0.000487
px[104] = 0.020032; pe[104] = 0.000647
px[105] = 0.020236; pe[105] = 0.000562
px[106] = 0.019044; pe[106] = 0.000677
px[107] = 0.017555; pe[107] = 0.000519
px[108] = 0.016252; pe[108] = 0.000368
px[109] = 0.015601; pe[109] = 0.000369
px[110] = 0.015466; pe[110] = 0.000317
px[111] = 0.015287; pe[111] = 0.000394
px[112] = 0.015803; pe[112] = 0.000466
px[113] = 0.014820; pe[113] = 0.000624
px[114] = 0.014883; pe[114] = 0.000401
px[115] = 0.013883; pe[115] = 0.000237
px[116] = 0.013029; pe[116] = 0.000365
px[117] = 0.012883; pe[117] = 0.000503
px[118] = 0.013160; pe[118] = 0.000535
px[119] = 0.014046; pe[119] = 0.000590
px[120] = 0.012619; pe[120] = 0.000330
px[121] = 0.011502; pe[121] = 0.000335
px[122] = 0.011430; pe[122] = 0.000423
px[123] = 0.011050; pe[123] = 0.000444
px[124] = 0.010687; pe[124] = 0.000356
px[125] = 0.009409; pe[125] = 0.000283
px[126] = 0.009488; pe[126] = 0.000326
px[127] = 0.009844; pe[127] = 0.000268
px[128] = 0.009921; pe[128] = 0.000156
px[129] = 0.009522; pe[129] = 0.000270
px[130] = 0.009188; pe[130] = 0.000167
px[131] = 0.008704; pe[131] = 0.000191
px[132] = 0.009164; pe[132] = 0.000298
px[133] = 0.009069; pe[133] = 0.000320
px[134] = 0.008765; pe[134] = 0.000236
px[135] = 0.008071; pe[135] = 0.000231
px[136] = 0.007581; pe[136] = 0.000216
px[137] = 0.007987; pe[137] = 0.000162
px[138] = 0.007532; pe[138] = 0.000177
px[139] = 0.007309; pe[139] = 0.000287
px[140] = 0.006971; pe[140] = 0.000212
px[141] = 0.007208; pe[141] = 0.000242
px[142] = 0.006983; pe[142] = 0.000233
px[143] = 0.006432; pe[143] = 0.000162
px[144] = 0.006165; pe[144] = 0.000191
px[145] = 0.006496; pe[145] = 0.000222
px[146] = 0.006081; pe[146] = 0.000152
px[147] = 0.005768; pe[147] = 0.000196
px[148] = 0.005956; pe[148] = 0.000189
px[149] = 0.005928; pe[149] = 0.000139
px[150] = 0.005457; pe[150] = 0.000146
px[151] = 0.005502; pe[151] = 0.000173
px[152] = 0.005821; pe[152] = 0.000194
px[153] = 0.005372; pe[153] = 0.000201
px[154] = 0.005126; pe[154] = 0.000187
px[155] = 0.005302; pe[155] = 0.000129
px[156] = 0.005024; pe[156] = 0.000193
px[157] = 0.005215; pe[157] = 0.000163
px[158] = 0.005206; pe[158] = 0.000219
px[159] = 0.005252; pe[159] = 0.000196
px[160] = 0.005142; pe[160] = 0.000177
px[161] = 0.004711; pe[161] = 0.000091
px[162] = 0.004584; pe[162] = 0.000131
px[163] = 0.004680; pe[163] = 0.000122
px[164] = 0.004677; pe[164] = 0.000128
px[165] = 0.004086; pe[165] = 0.000149
px[166] = 0.004330; pe[166] = 0.000178
px[167] = 0.004385; pe[167] = 0.000171
px[168] = 0.004340; pe[168] = 0.000096
px[169] = 0.004143; pe[169] = 0.000131
px[170] = 0.004125; pe[170] = 0.000159
px[171] = 0.004099; pe[171] = 0.000135
px[172] = 0.004045; pe[172] = 0.000132
px[173] = 0.003817; pe[173] = 0.000106
px[174] = 0.003731; pe[174] = 0.000105
px[175] = 0.004030; pe[175] = 0.000155
px[176] = 0.003836; pe[176] = 0.000126
px[177] = 0.003590; pe[177] = 0.000126
px[178] = 0.003780; pe[178] = 0.000128
px[179] = 0.003523; pe[179] = 0.000105
px[180] = 0.003477; pe[180] = 0.000113
px[181] = 0.003411; pe[181] = 0.000108
px[182] = 0.003415; pe[182] = 0.000109
px[183] = 0.003338; pe[183] = 0.000112
px[184] = 0.003323; pe[184] = 0.000128
px[185] = 0.003276; pe[185] = 0.000136
px[186] = 0.003300; pe[186] = 0.000123
px[187] = 0.003179; pe[187] = 0.000122
px[188] = 0.003317; pe[188] = 0.000118
px[189] = 0.003361; pe[189] = 0.000093
px[190] = 0.003197; pe[190] = 0.000081
px[191] = 0.003129; pe[191] = 0.000110
px[192] = 0.003127; pe[192] = 0.000067
px[193] = 0.003076; pe[193] = 0.000094
px[194] = 0.003000; pe[194] = 0.000104
px[195] = 0.002914; pe[195] = 0.000129
px[196] = 0.002938; pe[196] = 0.000112
px[197] = 0.002953; pe[197] = 0.000131
px[198] = 0.003129; pe[198] = 0.000120
px[199] = 0.002900; pe[199] = 0.000076
px[200] = 0.002841; pe[200] = 0.000101
px[201] = 0.002952; pe[201] = 0.000071
px[202] = 0.002928; pe[202] = 0.000063
px[203] = 0.002885; pe[203] = 0.000084
px[204] = 0.002891; pe[204] = 0.000084
px[205] = 0.002667; pe[205] = 0.000060
px[206] = 0.002766; pe[206] = 0.000070
px[207] = 0.002794; pe[207] = 0.000061
px[208] = 0.002898; pe[208] = 0.000093
px[209] = 0.002774; pe[209] = 0.000099
px[210] = 0.002687; pe[210] = 0.000085
px[211] = 0.002649; pe[211] = 0.000077
px[212] = 0.002606; pe[212] = 0.000066
px[213] = 0.002776; pe[213] = 0.000084
px[214] = 0.002794; pe[214] = 0.000114
px[215] = 0.002497; pe[215] = 0.000112
px[216] = 0.002767; pe[216] = 0.000107
px[217] = 0.002672; pe[217] = 0.000074
px[218] = 0.002649; pe[218] = 0.000076
px[219] = 0.002461; pe[219] = 0.000078
px[220] = 0.002529; pe[220] = 0.000080
px[221] = 0.002523; pe[221] = 0.000078
px[222] = 0.002645; pe[222] = 0.000078
px[223] = 0.002424; pe[223] = 0.000078
px[224] = 0.002480; pe[224] = 0.000078
px[225] = 0.002279; pe[225] = 0.000060
px[226] = 0.002533; pe[226] = 0.000077
px[227] = 0.002693; pe[227] = 0.000082
px[228] = 0.002541; pe[228] = 0.000082
px[229] = 0.002415; pe[229] = 0.000092
px[230] = 0.002352; pe[230] = 0.000074
px[231] = 0.002437; pe[231] = 0.000065
px[232] = 0.002353; pe[232] = 0.000083
px[233] = 0.002558; pe[233] = 0.000104
px[234] = 0.002424; pe[234] = 0.000074
px[235] = 0.002342; pe[235] = 0.000083
px[236] = 0.002331; pe[236] = 0.000071
px[237] = 0.002377; pe[237] = 0.000064
px[238] = 0.002387; pe[238] = 0.000081
px[239] = 0.002380; pe[239] = 0.000064
px[240] = 0.002406; pe[240] = 0.000049
px[241] = 0.002201; pe[241] = 0.000069
px[242] = 0.002247; pe[242] = 0.000052
px[243] = 0.002267; pe[243] = 0.000048
px[244] = 0.002247; pe[244] = 0.000056
px[245] = 0.002303; pe[245] = 0.000061
px[246] = 0.002359; pe[246] = 0.000063
px[247] = 0.002315; pe[247] = 0.000050
px[248] = 0.002485; pe[248] = 0.000062
px[249] = 0.002453; pe[249] = 0.000076
px[250] = 0.002373; pe[250] = 0.000077
px[251] = 0.002260; pe[251] = 0.000092
px[252] = 0.002272; pe[252] = 0.000069
px[253] = 0.002275; pe[253] = 0.000051
px[254] = 0.002418; pe[254] = 0.000043
px[255] = 0.002224; pe[255] = 0.000052
px[256] = 0.004723; pe[256] = 0.000076

px[0] = 1.787525; pe[0] = 0.051826
px[1] = 3.526833; pe[1] = 0.072277
px[2] = 3.517239; pe[2] = 0.103573
px[3] = 3.617512; pe[3] = 0.101847
px[4] = 3.806884; pe[4] = 0.088080
px[5] = 4.094743; pe[5] = 0.160777
px[6] = 4.176120; pe[6] = 0.164269
px[7] = 4.450835; pe[7] = 0.145753
px[8] = 4.520415; pe[8] = 0.184484
px[9] = 4.812127; pe[9] = 0.203481
px[10] = 5.279330; pe[10] = 0.154365
px[11] = 5.521851; pe[11] = 0.149312
px[12] = 5.970659; pe[12] = 0.129147
px[13] = 6.746154; pe[13] = 0.215582
px[14] = 7.415545; pe[14] = 0.233186
px[15] = 8.762394; pe[15] = 0.186114
px[16] = 10.074347; pe[16] = 0.220911
px[17] = 11.961505; pe[17] = 0.403808
px[18] = 13.771759; pe[18] = 0.410351
px[19] = 17.929838; pe[19] = 0.459193
px[20] = 22.609537; pe[20] = 0.711973
px[21] = 31.592348; pe[21] = 0.809330
px[22] = 44.202477; pe[22] = 0.953140
px[23] = 65.549355; pe[23] = 1.479559
px[24] = 121.906395; pe[24] = 3.766600
px[25] = 201.266022; pe[25] = 5.505900
px[26] = 207.243011; pe[26] = 4.463599
px[27] = 125.038986; pe[27] = 3.861027
px[28] = 67.720245; pe[28] = 1.944105
px[29] = 41.448322; pe[29] = 1.443007
px[30] = 24.816706; pe[30] = 0.760632
px[31] = 17.713202; pe[31] = 0.562356
px[32] = 11.499441; pe[32] = 0.332783
px[33] = 8.799555; pe[33] = 0.285855
px[34] = 6.689583; pe[34] = 0.237368
px[35] = 4.959254; pe[35] = 0.095538
px[36] = 3.954036; pe[36] = 0.066751
px[37] = 3.198163; pe[37] = 0.089868
px[38] = 2.523744; pe[38] = 0.080928
px[39] = 2.211415; pe[39] = 0.071546
px[40] = 1.813432; pe[40] = 0.057017
px[41] = 1.455915; pe[41] = 0.042498
px[42] = 1.288433; pe[42] = 0.039803
px[43] = 1.173871; pe[43] = 0.028990
px[44] = 1.085396; pe[44] = 0.017822
px[45] = 0.962129; pe[45] = 0.025637
px[46] = 0.834053; pe[46] = 0.022303
px[47] = 0.754651; pe[47] = 0.015755
px[48] = 0.624621; pe[48] = 0.008953
px[49] = 0.541056; pe[49] = 0.008941
px[50] = 0.523920; pe[50] = 0.016254
